NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Centric diatom,Ciliate,Cyanobacteria,Dinoflagellate,Flagellate,Pennate diatom,Silicoflagellate
KAI20201123,Kangaroo Island,-35.83217,136.44733,2020-11-24T06:55:00Z,2020,11,24,06:55:00,0,0,0,0,0,0,0
MAI20201118,Maria Island,-42.59667,148.23333,2020-11-19T09:45:00Z,2020,11,19,09:45:00,0,0,0,0,0,0,0
YON20201026,Yongala,-19.30847,147.61842,2020-10-26T10:40:00Z,2020,10,26,10:40:00,0,0,0,0,0,0,0
MAI20201020,Maria Island,-42.59667,148.23333,2020-10-21T10:10:00Z,2020,10,21,10:10:00,0,0,0,0,0,0,0
ROT20201013,Rottnest Island,-32,115.41667,2020-10-13T09:18:00Z,2020,10,13,09:18:00,0,0,0,0,0,0,0
MAI20200928,Maria Island,-42.59667,148.23333,2020-09-29T09:00:00Z,2020,9,29,09:00:00,0,0,0,0,0,0,0
YON20200926,Yongala,-19.30847,147.61842,2020-09-26T12:33:00Z,2020,9,26,12:33:00,0,0,0,0,0,0,0
PHB20200922,Port Hacking,-34.11923,151.22667,2020-09-23T09:19:00Z,2020,9,23,09:19:00,0,0,0,0,0,0,0
DAR20200921_2130,Darwin,-12.4,130.76805,2020-09-22T07:00:00Z,2020,9,22,07:00:00,0,0,0,0,0,0,0
NSI20200917,North Stradbroke,-27.345,153.562,2020-09-17T10:20:00Z,2020,9,17,10:20:00,0,0,0,0,0,0,0
MAI20200909,Maria Island,-42.59667,148.23333,2020-09-10T09:00:00Z,2020,9,10,09:00:00,0,0,0,0,0,0,0
YON20200904,Yongala,-19.30847,147.61842,2020-09-04T11:11:00Z,2020,9,4,11:11:00,0,0,0,0,0,0,0
PHB20200831,Port Hacking,-34.11923,151.22667,2020-09-01T09:44:00Z,2020,9,1,09:44:00,0,0,0,0,0,0,0
ROT20200825,Rottnest Island,-32,115.41667,2020-08-25T10:40:00Z,2020,8,25,10:40:00,0,0,0,0,0,0,0
NSI20200817,North Stradbroke,-27.345,153.562,2020-08-18T09:50:00Z,2020,8,18,09:50:00,0,0,0,0,0,0,0
PHB20200812,Port Hacking,-34.11923,151.22667,2020-08-13T09:55:00Z,2020,8,13,09:55:00,0,0,0,0,0,0,0
DAR20200810,Darwin,-12.4,130.76805,2020-08-11T08:25:00Z,2020,8,11,08:25:00,0,0,0,0,0,0,0
MAI20200810,Maria Island,-42.59667,148.23333,2020-08-10T10:05:00Z,2020,8,10,10:05:00,0,0,0,0,0,0,0
YON20200802,Yongala,-19.30847,147.61842,2020-08-03T09:15:00Z,2020,8,3,09:15:00,0,0,0,0,0,0,0
ROT20200730,Rottnest Island,-32,115.41667,2020-07-30T09:27:00Z,2020,7,30,09:27:00,0,0,0,0,0,0,0
NSI20200720,North Stradbroke,-27.345,153.562,2020-07-20T10:30:00Z,2020,7,20,10:30:00,0,0,0,0,0,0,0
YON20200710,Yongala,-19.30847,147.61842,2020-07-11T09:25:00Z,2020,7,11,09:25:00,0,0,0,0,0,0,0
ROT20200710,Rottnest Island,-32,115.41667,2020-07-10T10:25:00Z,2020,7,10,10:25:00,0,0,0,0,0,0,0
PHB20200630,Port Hacking,-34.11923,151.22667,2020-07-01T09:18:00Z,2020,7,1,09:18:00,0,0,0,0,0,0,0
MAI20200628,Maria Island,-42.59667,148.23333,2020-06-29T09:45:00Z,2020,6,29,09:45:00,0,0,0,0,0,0,0
NSI20200625,North Stradbroke,-27.345,153.562,2020-06-25T10:35:00Z,2020,6,25,10:35:00,0,0,0,0,0,0,0
YON20200611,Yongala,-19.30847,147.61842,2020-06-12T09:09:00Z,2020,6,12,09:09:00,0,0,0,0,0,0,0
PHB20200609,Port Hacking,-34.11923,151.22667,2020-06-10T09:32:00Z,2020,6,10,09:32:00,0,0,0,0,0,0,0
ROT20200605,Rottnest Island,-32,115.41667,2020-06-05T09:13:00Z,2020,6,5,09:13:00,0,0,0,0,0,0,0
NSI20200528,North Stradbroke,-27.345,153.562,2020-05-28T11:00:00Z,2020,5,28,11:00:00,0,0,0,0,0,0,0
PHB20200520,Port Hacking,-34.11923,151.22667,2020-05-20T10:01:00Z,2020,5,20,10:01:00,0,0,0,0,0,0,0
ROT20200520,Rottnest Island,-32,115.41667,2020-05-20T09:22:00Z,2020,5,20,09:22:00,0,0,0,0,0,0,0
DAR20200511,Darwin,-12.4,130.76805,2020-05-12T08:20:00Z,2020,5,12,08:20:00,0,0,0,0,0,0,0
YON20200422,Yongala,-19.30847,147.61842,2020-04-22T11:24:00Z,2020,4,22,11:24:00,0,0,0,0,0,0,0
YON20200306,Yongala,-19.30847,147.61842,2020-03-06T10:25:00Z,2020,3,6,10:25:00,0,0,0,0,0,0,0
ROT20200304,Rottnest Island,-32,115.41667,2020-03-04T09:25:00Z,2020,3,4,09:25:00,0,0,0,0,0,0,0
NSI20200228,North Stradbroke,-27.345,153.562,2020-02-28T10:30:00Z,2020,2,28,10:30:00,0,0,0,0,0,0,0
PHB20200224,Port Hacking,-34.11923,151.22667,2020-02-25T08:52:00Z,2020,2,25,08:52:00,0,0,0,0,0,0,0
MAI20200223,Maria Island,-42.59667,148.23333,2020-02-24T10:30:00Z,2020,2,24,10:30:00,0,0,0,0,0,0,0
YON20200212,Yongala,-19.30847,147.61842,2020-02-13T09:47:00Z,2020,2,13,09:47:00,0,0,0,0,0,0,0
DAR20200204_0630,Darwin,-12.4,130.76805,2020-02-04T16:01:00Z,2020,2,4,16:01:00,0,0,0,0,0,0,0
KAI20200204,Kangaroo Island,-35.83217,136.44733,2020-02-04T14:25:00Z,2020,2,4,14:25:00,0,0,0,0,0,0,0
ROT20200128,Rottnest Island,-32,115.41667,2020-01-28T09:39:00Z,2020,1,28,09:39:00,0,0,0,0,0,0,0
NSI20200122,North Stradbroke,-27.345,153.562,2020-01-22T10:35:00Z,2020,1,22,10:35:00,0,0,0,0,0,0,0
YON20200116,Yongala,-19.30847,147.61842,2020-01-16T10:05:00Z,2020,1,16,10:05:00,0,0,0,0,0,0,0
MAI20200106,Maria Island,-42.59667,148.23333,2020-01-07T09:45:00Z,2020,1,7,09:45:00,0,0,0,0,0,0,0
NSI20191220,North Stradbroke,-27.345,153.562,2019-12-20T10:20:00Z,2019,12,20,10:20:00,0,0,0,0,0,0,0
ROT20191218,Rottnest Island,-32,115.41667,2019-12-18T09:15:00Z,2019,12,18,09:15:00,0,0,0,0,0,0,0
PHB20191216,Port Hacking,-34.11923,151.22667,2019-12-17T09:02:00Z,2019,12,17,09:02:00,0,0,0,0,0,0,0
MAI20191210,Maria Island,-42.59667,148.23333,2019-12-11T09:30:00Z,2019,12,11,09:30:00,0,0,0,0,0,0,0
YON20191202,Yongala,-19.30847,147.61842,2019-12-03T09:45:00Z,2019,12,3,09:45:00,0,0,0,0,0,0,0
KAI20191127,Kangaroo Island,-35.83217,136.44733,2019-11-27T14:25:00Z,2019,11,27,14:25:00,0,0,0,0,0,0,0
ROT20191126,Rottnest Island,-32,115.41667,2019-11-26T09:30:00Z,2019,11,26,09:30:00,0,0,0,0,0,0,0
MAI20191121,Maria Island,-42.59667,148.23333,2019-11-22T09:23:00Z,2019,11,22,09:23:00,0,0,0,0,0,0,0
PHB20191118,Port Hacking,-34.11923,151.22667,2019-11-19T09:15:00Z,2019,11,19,09:15:00,0,0,0,0,0,0,0
YON20191107,Yongala,-19.30847,147.61842,2019-11-07T10:10:00Z,2019,11,7,10:10:00,0,0,0,0,0,0,0
DAR20191105,Darwin,-12.4,130.76805,2019-11-06T07:38:00Z,2019,11,6,07:38:00,0,0,0,0,0,0,0
ROT20191104,Rottnest Island,-32,115.41667,2019-11-04T09:25:00Z,2019,11,4,09:25:00,0,0,0,0,0,0,0
PHB20191028,Port Hacking,-34.11923,151.22667,2019-10-29T09:30:00Z,2019,10,29,09:30:00,0,0,0,0,0,0,0
NSI20191024,North Stradbroke,-27.345,153.562,2019-10-24T10:20:00Z,2019,10,24,10:20:00,0,0,0,0,0,0,0
MAI20191015,Maria Island,-42.59667,148.23333,2019-10-16T09:40:00Z,2019,10,16,09:40:00,0,0,0,0,0,0,0
ROT20191011,Rottnest Island,-32,115.41667,2019-10-11T10:07:00Z,2019,10,11,10:07:00,0,0,0,0,0,0,0
YON20191009,Yongala,-19.30847,147.61842,2019-10-09T10:00:00Z,2019,10,9,10:00:00,0,0,0,0,0,0,0
MAI20190925,Maria Island,-42.59667,148.23333,2019-09-25T10:03:00Z,2019,9,25,10:03:00,0,0,0,0,0,0,0
PHB20190923,Port Hacking,-34.11923,151.22667,2019-09-24T09:36:00Z,2019,9,24,09:36:00,0,0,0,0,0,0,0
YON20190917,Yongala,-19.30847,147.61842,2019-09-17T10:10:00Z,2019,9,17,10:10:00,0,0,0,0,0,0,0
NSI20190916,North Stradbroke,-27.345,153.562,2019-09-16T10:20:00Z,2019,9,16,10:20:00,0,0,0,0,0,0,0
KAI20190909,Kangaroo Island,-35.83217,136.44733,2019-09-10T07:50:00Z,2019,9,10,07:50:00,0,0,0,0,0,0,0
MAI20190828,Maria Island,-42.59667,148.23333,2019-08-29T09:20:00Z,2019,8,29,09:20:00,0,0,0,0,0,0,0
PHB20190827,Port Hacking,-34.11923,151.22667,2019-08-28T09:59:00Z,2019,8,28,09:59:00,0,0,0,0,0,0,0
YON20190826,Yongala,-19.30847,147.61842,2019-08-26T10:40:00Z,2019,8,26,10:40:00,0,0,0,0,0,0,0
NSI20190821,North Stradbroke,-27.345,153.562,2019-08-21T10:40:00Z,2019,8,21,10:40:00,0,0,0,0,0,0,0
ROT20190819,Rottnest Island,-32,115.41667,2019-08-19T08:31:00Z,2019,8,19,08:31:00,0,0,0,0,0,0,0
YON20190808,Yongala,-19.30847,147.61842,2019-08-08T10:04:00Z,2019,8,8,10:04:00,0,0,0,0,0,0,0
MAI20190731,Maria Island,-42.59667,148.23333,2019-07-31T10:20:00Z,2019,7,31,10:20:00,0,0,0,0,0,0,0
PHB20190729,Port Hacking,-34.11923,151.22667,2019-07-29T10:03:00Z,2019,7,29,10:03:00,0,0,0,0,0,0,0
DAR20190723_0630,Darwin,-12.4,130.76805,2019-07-23T16:00:00Z,2019,7,23,16:00:00,0,0,0,0,0,0,0
NSI20190723,North Stradbroke,-27.345,153.562,2019-07-23T10:20:00Z,2019,7,23,10:20:00,0,0,0,0,0,0,0
ROT20190711,Rottnest Island,-32,115.41667,2019-07-11T09:26:00Z,2019,7,11,09:26:00,0,0,0,0,0,0,0
YON20190703,Yongala,-19.30847,147.61842,2019-07-03T10:50:00Z,2019,7,3,10:50:00,0,0,0,0,0,0,0
PHB20190626,Port Hacking,-34.11923,151.22667,2019-06-27T09:38:00Z,2019,6,27,09:38:00,0,0,0,0,0,0,0
MAI20190624,Maria Island,-42.59667,148.23333,2019-06-24T10:10:00Z,2019,6,24,10:10:00,0,0,0,0,0,0,0
ROT20190621,Rottnest Island,-32,115.41667,2019-06-21T09:15:00Z,2019,6,21,09:15:00,0,0,0,0,0,0,0
NSI20190618,North Stradbroke,-27.345,153.562,2019-06-18T10:00:00Z,2019,6,18,10:00:00,0,0,0,0,0,0,0
DAR20190529,Darwin,-12.4,130.76805,2019-05-30T08:39:00Z,2019,5,30,08:39:00,0,0,0,0,0,0,0
YON20190528,Yongala,-19.30847,147.61842,2019-05-28T10:25:00Z,2019,5,28,10:25:00,0,0,0,0,0,0,0
NSI20190527,North Stradbroke,-27.345,153.562,2019-05-27T10:15:00Z,2019,5,27,10:15:00,0,0,0,0,0,0,0
ROT20190527,Rottnest Island,-32,115.41667,2019-05-27T09:28:00Z,2019,5,27,09:28:00,0,0,0,0,0,0,0
PHB20190522,Port Hacking,-34.11923,151.22667,2019-05-23T08:50:00Z,2019,5,23,08:50:00,0,0,0,0,0,0,0
KAI20190514,Kangaroo Island,-35.83217,136.44733,2019-05-14T15:35:00Z,2019,5,14,15:35:00,0,0,0,0,0,0,0
YON20190507,Yongala,-19.30847,147.61842,2019-05-07T11:30:00Z,2019,5,7,11:30:00,0,0,0,0,0,0,0
ROT20190507,Rottnest Island,-32,115.41667,2019-05-07T09:40:00Z,2019,5,7,09:40:00,0,0,0,0,0,0,0
MAI20190430,Maria Island,-42.59667,148.23333,2019-05-01T09:47:00Z,2019,5,1,09:47:00,0,0,0,0,0,0,0
NSI20190416,North Stradbroke,-27.345,153.562,2019-04-16T10:10:00Z,2019,4,16,10:10:00,0,0,0,0,0,0,0
PHB20190408,Port Hacking,-34.11923,151.22667,2019-04-09T08:50:00Z,2019,4,9,08:50:00,0,0,0,0,0,0,0
NSI20190322,North Stradbroke,-27.345,153.562,2019-03-22T10:50:00Z,2019,3,22,10:50:00,0,0,0,0,0,0,0
MAI20190320,Maria Island,-42.59667,148.23333,2019-03-21T09:35:00Z,2019,3,21,09:35:00,0,0,0,0,0,0,0
KAI20190320,Kangaroo Island,-35.83217,136.44733,2019-03-20T13:40:00Z,2019,3,20,13:40:00,0,0,0,0,0,0,0
YON20190313,Yongala,-19.30847,147.61842,2019-03-13T10:10:00Z,2019,3,13,10:10:00,0,0,0,0,0,0,0
ROT20190306,Rottnest Island,-32,115.41667,2019-03-06T10:24:00Z,2019,3,6,10:24:00,0,0,0,0,0,0,0
PHB20190227,Port Hacking,-34.11923,151.22667,2019-02-28T10:35:00Z,2019,2,28,10:35:00,0,0,0,0,0,0,0
ROT20190221,Rottnest Island,-32,115.41667,2019-02-21T09:30:00Z,2019,2,21,09:30:00,0,0,0,0,0,0,0
DAR20190213_2130,Darwin,-12.4,130.76805,2019-02-14T07:00:00Z,2019,2,14,07:00:00,0,0,0,0,0,0,0
YON20190213,Yongala,-19.30847,147.61842,2019-02-13T10:26:00Z,2019,2,13,10:26:00,0,0,0,0,0,0,0
ROT20190125,Rottnest Island,-32,115.41667,2019-01-25T09:35:00Z,2019,1,25,09:35:00,0,0,0,0,0,0,0
YON20190124,Yongala,-19.30847,147.61842,2019-01-24T11:12:00Z,2019,1,24,11:12:00,0,0,0,0,0,0,0
PHB20190121,Port Hacking,-34.11923,151.22667,2019-01-22T09:43:00Z,2019,1,22,09:43:00,0,0,0,0,0,0,0
NSI20190118,North Stradbroke,-27.345,153.562,2019-01-18T10:40:00Z,2019,1,18,10:40:00,0,0,0,0,0,0,0
MAI20190106,Maria Island,-42.59667,148.23333,2019-01-07T08:50:00Z,2019,1,7,08:50:00,0,0,0,0,0,0,0
PHB20181218,Port Hacking,-34.11923,151.22667,2018-12-19T09:40:00Z,2018,12,19,09:40:00,0,0,0,0,0,0,0
YON20181213,Yongala,-19.30847,147.61842,2018-12-13T10:30:00Z,2018,12,13,10:30:00,0,0,0,0,0,0,0
ROT20181211,Rottnest Island,-32,115.41667,2018-12-11T09:24:00Z,2018,12,11,09:24:00,0,0,0,0,0,0,0
MAI20181204,Maria Island,-42.59667,148.23333,2018-12-05T09:10:00Z,2018,12,5,09:10:00,0,0,0,0,0,0,0
KAI20181204,Kangaroo Island,-35.83217,136.44733,2018-12-04T15:39:00Z,2018,12,4,15:39:00,0,0,0,0,0,0,0
ROT20181130,Rottnest Island,-32,115.41667,2018-11-30T09:33:00Z,2018,11,30,09:33:00,0,0,0,0,0,0,0
YON20181123,Yongala,-19.30847,147.61842,2018-11-23T10:05:00Z,2018,11,23,10:05:00,0,0,0,0,0,0,0
PHB20181120,Port Hacking,-34.11923,151.22667,2018-11-21T09:24:00Z,2018,11,21,09:24:00,0,0,0,0,0,0,0
NSI20181115,North Stradbroke,-27.345,153.562,2018-11-15T10:40:00Z,2018,11,15,10:40:00,0,0,0,0,0,0,0
DAR20181030,Darwin,-12.4,130.76805,2018-10-31T08:26:00Z,2018,10,31,08:26:00,0,0,0,0,0,0,0
ROT20181024,Rottnest Island,-32,115.41667,2018-10-24T09:18:00Z,2018,10,24,09:18:00,0,0,0,0,0,0,0
NSI20181023,North Stradbroke,-27.345,153.562,2018-10-23T10:30:00Z,2018,10,23,10:30:00,0,0,0,0,0,0,0
MAI20181018,Maria Island,-42.59667,148.23333,2018-10-19T08:45:00Z,2018,10,19,08:45:00,0,0,0,0,0,0,0
YON20181011,Yongala,-19.30847,147.61842,2018-10-11T10:54:00Z,2018,10,11,10:54:00,0,0,0,0,0,0,0
YON20180927,Yongala,-19.30847,147.61842,2018-09-27T10:52:00Z,2018,9,27,10:52:00,0,0,0,0,0,0,0
PHB20180927,Port Hacking,-34.11923,151.22667,2018-09-27T10:43:00Z,2018,9,27,10:43:00,0,0,0,0,0,0,0
ROT20180921,Rottnest Island,-32,115.41667,2018-09-21T09:27:00Z,2018,9,21,09:27:00,0,0,0,0,0,0,0
MAI20180919,Maria Island,-42.59667,148.23333,2018-09-20T09:50:00Z,2018,9,20,09:50:00,0,0,0,0,0,0,0
NSI20180913,North Stradbroke,-27.345,153.562,2018-09-13T10:20:00Z,2018,9,13,10:20:00,0,0,0,0,0,0,0
PHB20180905,Port Hacking,-34.11923,151.22667,2018-09-05T10:50:00Z,2018,9,5,10:50:00,0,0,0,0,0,0,0
ROT20180831,Rottnest Island,-32,115.41667,2018-08-31T10:07:00Z,2018,8,31,10:07:00,0,0,0,0,0,0,0
KAI20180820,Kangaroo Island,-35.83217,136.44733,2018-08-21T08:00:00Z,2018,8,21,08:00:00,0,0,0,0,0,0,0
YON20180817,Yongala,-19.30847,147.61842,2018-08-17T10:23:00Z,2018,8,17,10:23:00,0,0,0,0,0,0,0
NSI20180817,North Stradbroke,-27.345,153.562,2018-08-17T10:20:00Z,2018,8,17,10:20:00,0,0,0,0,0,0,0
DAR20180731_0630,Darwin,-12.4,130.76805,2018-07-31T16:00:00Z,2018,7,31,16:00:00,0,0,0,0,0,0,0
ROT20180727,Rottnest Island,-32,115.41667,2018-07-27T09:33:00Z,2018,7,27,09:33:00,0,0,0,0,0,0,0
PHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25T09:33:00Z,2018,7,25,09:33:00,0,0,0,0,0,0,0
YON20180720,Yongala,-19.30847,147.61842,2018-07-20T10:56:00Z,2018,7,20,10:56:00,0,0,0,0,0,0,0
ROT20180719,Rottnest Island,-32,115.41667,2018-07-19T09:35:00Z,2018,7,19,09:35:00,0,0,0,0,0,0,0
NSI20180718,North Stradbroke,-27.345,153.562,2018-07-18T10:20:00Z,2018,7,18,10:20:00,0,0,0,0,0,0,0
MAI20180711,Maria Island,-42.59667,148.23333,2018-07-12T08:40:00Z,2018,7,12,08:40:00,0,0,0,0,0,0,0
MAI20180627,Maria Island,-42.59667,148.23333,2018-06-28T09:00:00Z,2018,6,28,09:00:00,0,0,0,0,0,0,0
PHB20180626,Port Hacking,-34.11923,151.22667,2018-06-27T09:41:00Z,2018,6,27,09:41:00,0,0,0,0,0,0,0
YON20180621,Yongala,-19.30847,147.61842,2018-06-21T11:30:00Z,2018,6,21,11:30:00,0,0,0,0,0,0,0
ROT20180620,Rottnest Island,-32,115.41667,2018-06-20T09:56:00Z,2018,6,20,09:56:00,0,0,0,0,0,0,0
MAI20180605,Maria Island,-42.59667,148.23333,2018-06-06T09:30:00Z,2018,6,6,09:30:00,0,0,0,0,0,0,0
YON20180602,Yongala,-19.30847,147.61842,2018-06-03T09:10:00Z,2018,6,3,09:10:00,0,0,0,0,0,0,0
NSI20180530,North Stradbroke,-27.345,153.562,2018-05-30T10:20:00Z,2018,5,30,10:20:00,0,0,0,0,0,0,0
PHB20180528,Port Hacking,-34.11923,151.22667,2018-05-29T09:50:00Z,2018,5,29,09:50:00,0,0,0,0,0,0,0
KAI20180515,Kangaroo Island,-35.83217,136.44733,2018-05-16T08:15:00Z,2018,5,16,08:15:00,0,0,0,0,0,0,0
ROT20180511,Rottnest Island,-32,115.41667,2018-05-11T09:21:00Z,2018,5,11,09:21:00,0,0,0,0,0,0,0
DAR20180509,Darwin,-12.4,130.76805,2018-05-10T07:02:00Z,2018,5,10,07:02:00,0,0,0,0,0,0,0
YON20180425,Yongala,-19.30847,147.61842,2018-04-26T09:48:00Z,2018,4,26,09:48:00,0,0,0,0,0,0,0
MAI20180418,Maria Island,-42.59667,148.23333,2018-04-19T09:30:00Z,2018,4,19,09:30:00,0,0,0,0,0,0,0
NSI20180417,North Stradbroke,-27.345,153.562,2018-04-17T10:15:00Z,2018,4,17,10:15:00,0,0,0,0,0,0,0
YON20180329,Yongala,-19.30847,147.61842,2018-03-29T10:27:00Z,2018,3,29,10:27:00,0,0,0,0,0,0,0
ROT20180328,Rottnest Island,-32,115.41667,2018-03-28T09:23:00Z,2018,3,28,09:23:00,0,0,0,0,0,0,0
PHB20180326,Port Hacking,-34.11923,151.22667,2018-03-27T09:40:00Z,2018,3,27,09:40:00,0,0,0,0,0,0,0
NSI20180320,North Stradbroke,-27.345,153.562,2018-03-20T10:40:00Z,2018,3,20,10:40:00,0,0,0,0,0,0,0
MAI20180315,Maria Island,-42.59667,148.23333,2018-03-16T08:45:00Z,2018,3,16,08:45:00,0,0,0,0,0,0,0
KAI20180307,Kangaroo Island,-35.83217,136.44733,2018-03-07T12:20:00Z,2018,3,7,12:20:00,0,0,0,0,0,0,0
NSI20180302,North Stradbroke,-27.345,153.562,2018-03-02T10:25:00Z,2018,3,2,10:25:00,0,0,0,0,0,0,0
MAI20180301,Maria Island,-42.59667,148.23333,2018-03-02T09:30:00Z,2018,3,2,09:30:00,0,0,0,0,0,0,0
PHB20180221,Port Hacking,-34.11923,151.22667,2018-02-22T09:18:00Z,2018,2,22,09:18:00,0,0,0,0,0,0,0
ROT20180221,Rottnest Island,-32,115.41667,2018-02-21T10:05:00Z,2018,2,21,10:05:00,0,0,0,0,0,0,0
YON20180220,Yongala,-19.30847,147.61842,2018-02-20T10:30:00Z,2018,2,20,10:30:00,0,0,0,0,0,0,0
DAR20180208_2130,Darwin,-12.4,130.76805,2018-02-09T07:00:00Z,2018,2,9,07:00:00,0,0,0,0,0,0,0
YON20180130,Yongala,-19.30847,147.61842,2018-01-30T10:05:00Z,2018,1,30,10:05:00,0,0,0,0,0,0,0
ROT20180125,Rottnest Island,-32,115.41667,2018-01-25T10:00:00Z,2018,1,25,10:00:00,0,0,0,0,0,0,0
PHB20180123,Port Hacking,-34.11923,151.22667,2018-01-24T09:41:00Z,2018,1,24,09:41:00,0,0,0,0,0,0,0
NSI20180123,North Stradbroke,-27.345,153.562,2018-01-23T10:20:00Z,2018,1,23,10:20:00,0,0,0,0,0,0,0
MAI20180116,Maria Island,-42.59667,148.23333,2018-01-17T10:30:00Z,2018,1,17,10:30:00,0,0,0,0,0,0,0
NSI20171219,North Stradbroke,-27.345,153.562,2017-12-19T10:45:00Z,2017,12,19,10:45:00,0,0,0,0,0,0,0
MAI20171217,Maria Island,-42.59667,148.23333,2017-12-18T09:40:00Z,2017,12,18,09:40:00,0,0,0,0,0,0,0
YON20171215,Yongala,-19.30847,147.61842,2017-12-15T10:44:00Z,2017,12,15,10:44:00,0,0,0,0,0,0,0
ROT20171214,Rottnest Island,-32,115.41667,2017-12-14T09:37:00Z,2017,12,14,09:37:00,0,0,0,0,0,0,0
PHB20171211,Port Hacking,-34.11923,151.22667,2017-12-12T08:54:00Z,2017,12,12,08:54:00,0,0,0,0,0,0,0
YON20171130,Yongala,-19.30847,147.61842,2017-11-30T10:34:00Z,2017,11,30,10:34:00,0,0,0,0,0,0,0
KAI20171129,Kangaroo Island,-35.83217,136.44733,2017-11-29T14:50:00Z,2017,11,29,14:50:00,0,0,0,0,0,0,0
MAI20171123,Maria Island,-42.59667,148.23333,2017-11-24T09:50:00Z,2017,11,24,09:50:00,0,0,0,0,0,0,0
ROT20171123,Rottnest Island,-32,115.41667,2017-11-23T10:05:00Z,2017,11,23,10:05:00,0,0,0,0,0,0,0
NSI20171116,North Stradbroke,-27.345,153.562,2017-11-16T10:30:00Z,2017,11,16,10:30:00,0,0,0,0,0,0,0
ROT20171103,Rottnest Island,-32,115.41667,2017-11-03T09:25:00Z,2017,11,3,09:25:00,0,0,0,0,0,0,0
YON20171025,Yongala,-19.30847,147.61842,2017-10-26T09:56:00Z,2017,10,26,09:56:00,0,0,0,0,0,0,0
PHB20171024,Port Hacking,-34.11923,151.22667,2017-10-25T09:01:00Z,2017,10,25,09:01:00,0,0,0,0,0,0,0
NSI20171023,North Stradbroke,-27.345,153.562,2017-10-23T10:25:00Z,2017,10,23,10:25:00,0,0,0,0,0,0,0
MAI20171015,Maria Island,-42.59667,148.23333,2017-10-16T09:50:00Z,2017,10,16,09:50:00,0,0,0,0,0,0,0
DAR20171009,Darwin,-12.4,130.76805,2017-10-10T07:57:00Z,2017,10,10,07:57:00,0,0,0,0,0,0,0
