NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Centric diatom,Ciliate,Cyanobacteria,Dinoflagellate,Flagellate,Pennate diatom,Silicoflagellate
NIN20111107,Ningaloo,-21.99,113.779,2011-11-07T10:00:00Z,2011,11,7,10:00:00,6999,52,0,4148,569439,1374,0
YON20111027,Yongala,-19.30847,147.61842,2011-10-27T13:44:00Z,2011,10,27,13:44:00,1320,0,0,5357,379679,2314,0
KAI20111026,Kangaroo Island,-35.83217,136.44733,2011-10-26T14:40:00Z,2011,10,26,14:40:00,2833.32,0,1901.04,208.33,0,7083.34,26.04
MAI20111026,Maria Island,-42.59667,148.23333,2011-10-26T11:00:00Z,2011,10,26,11:00:00,3824,0,10614,85,0,18594,0
ROT20111020,Rottnest Island,-32,115.41667,2011-10-20T12:00:00Z,2011,10,20,12:00:00,38180,103,0,2900,457337,223508,0
PHB20111018,Port Hacking,-34.11923,151.22667,2011-10-19T09:31:00Z,2011,10,19,09:31:00,10338,0,0,7560,317280,5314,0
NSI20111013,North Stradbroke,-27.345,153.562,2011-10-13T10:30:00Z,2011,10,13,10:30:00,0,0,0,0,0,0,0
MAI20111005,Maria Island,-42.59667,148.23333,2011-10-05T12:24:00Z,2011,10,5,12:24:00,175,0,0,1528,178302,100,0
DAR20111005,Darwin,-12.4,130.76805,2011-10-05T09:31:00Z,2011,10,5,09:31:00,8685,0,199,5210,256369,2887,0
ROT20110923,Rottnest Island,-32,115.41667,2011-09-23T09:40:00Z,2011,9,23,09:40:00,28502,0,0,21002,343049,8844,0
NSI20110915,North Stradbroke,-27.345,153.562,2011-09-15T11:10:00Z,2011,9,15,11:10:00,10339,0,0,1612,347468,1211,0
PHB20110914,Port Hacking,-34.11923,151.22667,2011-09-15T09:43:00Z,2011,9,15,09:43:00,577,0,231,6412,319605,115,0
YON20110908,Yongala,-19.30847,147.61842,2011-09-08T11:00:00Z,2011,9,8,11:00:00,2386,0,24752,5970,318267,10505,0
PHB20110829,Port Hacking,-34.11923,151.22667,2011-08-29T10:03:00Z,2011,8,29,10:03:00,52886,0,0,6018,317003,8516,0
ROT20110826,Rottnest Island,-32,115.41667,2011-08-26T09:43:00Z,2011,8,26,09:43:00,3116,0,754,12012,460106,42108,0
ESP20110818,Esperance,-33.93333,121.85,2011-08-18T10:20:00Z,2011,8,18,10:20:00,2372,0,42,3355,429781,3140,0
NSI20110816,North Stradbroke,-27.345,153.562,2011-08-16T10:00:00Z,2011,8,16,10:00:00,5230,0,0,6957,434985,4941,0
MAI20110812,Maria Island,-42.59667,148.23333,2011-08-12T10:55:00Z,2011,8,12,10:55:00,20635,0,350,2143,80459,5771,0
YON20110811,Yongala,-19.30847,147.61842,2011-08-11T11:00:00Z,2011,8,11,11:00:00,5811,0,152,3093,253690,1264,0
NSI20110727,North Stradbroke,-27.345,153.562,2011-07-28T09:30:00Z,2011,7,28,09:30:00,5154,0,26,2822,606797,2213,0
MAI20110725,Maria Island,-42.59667,148.23333,2011-07-25T12:15:00Z,2011,7,25,12:15:00,156351,0,0,9266,353391,3744,0
ROT20110725,Rottnest Island,-32,115.41667,2011-07-25T10:20:00Z,2011,7,25,10:20:00,6944,0,2934,308,0,13792,0
YON20110720,Yongala,-19.30847,147.61842,2011-07-20T11:37:00Z,2011,7,20,11:37:00,76648,0,200,2008,484600,35000,0
PHB20110717,Port Hacking,-34.11923,151.22667,2011-07-18T09:38:00Z,2011,7,18,09:38:00,17441,0,0,6883,412588,6265,0
NIN20110706,Ningaloo,-21.99,113.779,2011-07-06T11:04:00Z,2011,7,6,11:04:00,5074,0,55,4034,189008,2626,0
DAR20110627,Darwin,-12.4,130.76805,2011-06-27T13:48:00Z,2011,6,27,13:48:00,576,0,0,7746,238358,3735,0
NSI20110623,North Stradbroke,-27.345,153.562,2011-06-23T10:25:00Z,2011,6,23,10:25:00,92359,0,0,6355,419513,90019,0
ROT20110622,Rottnest Island,-32,115.41667,2011-06-22T10:00:00Z,2011,6,22,10:00:00,101671,0,0,1579,267016,10782,0
PHB20110619,Port Hacking,-34.11923,151.22667,2011-06-20T09:34:00Z,2011,6,20,09:34:00,530,25,0,7258,293505,480,0
YON20110616,Yongala,-19.30847,147.61842,2011-06-16T11:25:00Z,2011,6,16,11:25:00,1360,46,0,4842,231712,1245,0
NSI20110606,North Stradbroke,-27.345,153.562,2011-06-06T10:00:00Z,2011,6,6,10:00:00,209,167,0,14699,398647,688,0
MAI20110531,Maria Island,-42.59667,148.23333,2011-05-31T11:38:00Z,2011,5,31,11:38:00,8875,0,887,2670,336356,5025,0
YON20110527,Yongala,-19.30847,147.61842,2011-05-27T10:50:00Z,2011,5,27,10:50:00,24628,0,37,1717,220187,12015,0
ROT20110527,Rottnest Island,-32,115.41667,2011-05-27T09:35:00Z,2011,5,27,09:35:00,610,0,2486,17529,425068,2656,0
PHB20110517,Port Hacking,-34.11923,151.22667,2011-05-18T09:25:00Z,2011,5,18,09:25:00,2775,0,61,1027,129499,2223,0
ESP20110512,Esperance,-33.93333,121.85,2011-05-12T10:10:00Z,2011,5,12,10:10:00,4035,0,0,8178,441916,5298,0
NIN20110501,Ningaloo,-21.99,113.779,2011-05-01T08:24:00Z,2011,5,1,08:24:00,3946,0,0,1927,579955,780,0
KAI20110427,Kangaroo Island,-35.83217,136.44733,2011-04-28T07:35:00Z,2011,4,28,07:35:00,2074,0,0,13442,388593,6435,0
PHB20110420,Port Hacking,-34.11923,151.22667,2011-04-21T09:36:00Z,2011,4,21,09:36:00,1657,0,49,1461,84841,2704,0
YON20110414,Yongala,-19.30847,147.61842,2011-04-14T11:27:00Z,2011,4,14,11:27:00,207,0,460,5144,499454,2640,0
NSI20110412,North Stradbroke,-27.345,153.562,2011-04-13T09:25:00Z,2011,4,13,09:25:00,26423,0,0,2718,352581,8736,0
MAI20110407,Maria Island,-42.59667,148.23333,2011-04-07T10:30:00Z,2011,4,7,10:30:00,22316,0,8,3020,393656,13487,0
PHB20110329,Port Hacking,-34.11923,151.22667,2011-03-30T09:33:00Z,2011,3,30,09:33:00,7351,0,101,2755,329014,2450,0
MAI20110328,Maria Island,-42.59667,148.23333,2011-03-29T10:30:00Z,2011,3,29,10:30:00,80964,0,50,19940,489369,11134,0
ROT20110324,Rottnest Island,-32,115.41667,2011-03-24T09:35:00Z,2011,3,24,09:35:00,10258,40,48,3401,396079,4238,0
YON20110323,Yongala,-19.30847,147.61842,2011-03-23T10:49:00Z,2011,3,23,10:49:00,2800,2456,25,11224,343884,2356,0
NSI20110323,North Stradbroke,-27.345,153.562,2011-03-23T10:20:00Z,2011,3,23,10:20:00,13111,27,650,13572,401905,3386,0
KAI20110319,Kangaroo Island,-35.83217,136.44733,2011-03-20T09:40:00Z,2011,3,20,09:40:00,11869,0,0,2794,182053,1143,0
PHB20110228,Port Hacking,-34.11923,151.22667,2011-03-01T09:30:00Z,2011,3,1,09:30:00,4895,0,199,4128,178113,23826,0
ROT20110224,Rottnest Island,-32,115.41667,2011-02-24T09:35:00Z,2011,2,24,09:35:00,4175,0,0,6723,398180,2622,0
MAI20110223,Maria Island,-42.59667,148.23333,2011-02-23T11:15:00Z,2011,2,23,11:15:00,3812,0,94,3259,181376,1647,0
KAI20110223,Kangaroo Island,-35.83217,136.44733,2011-02-23T10:30:00Z,2011,2,23,10:30:00,10958,0,1880,2745,316716,5715,0
NSI20110220,North Stradbroke,-27.345,153.562,2011-02-21T09:40:00Z,2011,2,21,09:40:00,876,0,375,14533,317376,2063,0
YON20110217,Yongala,-19.30847,147.61842,2011-02-17T11:30:00Z,2011,2,17,11:30:00,5146,0,990,4797,135128,3216,0
NIN20110209,Ningaloo,-21.99,113.779,2011-02-09T10:15:00Z,2011,2,9,10:15:00,40981,0,0,16144,643893,21281,0
PHB20110203,Port Hacking,-34.11923,151.22667,2011-02-04T09:58:00Z,2011,2,4,09:58:00,101499,0,47,3652,288685,48507,0
ROT20110125,Rottnest Island,-32,115.41667,2011-01-25T09:10:00Z,2011,1,25,09:10:00,7673,0,80,1759,363789,3092,0
KAI20110123,Kangaroo Island,-35.83217,136.44733,2011-01-24T07:40:00Z,2011,1,24,07:40:00,67201,0,0,4364,302624,22834,0
ESP20110120,Esperance,-33.93333,121.85,2011-01-20T08:50:00Z,2011,1,20,08:50:00,0,0,0,0,0,0,0
MAI20110118,Maria Island,-42.59667,148.23333,2011-01-19T10:30:00Z,2011,1,19,10:30:00,1718,0,0,6902,416010,4430,0
NSI20110119,North Stradbroke,-27.345,153.562,2011-01-19T10:00:00Z,2011,1,19,10:00:00,67209,0,0,3138,1245682,8224,0
YON20110118,Yongala,-19.30847,147.61842,2011-01-18T11:30:00Z,2011,1,18,11:30:00,485,0,338,5454,212943,1395,0
NSI20101215,North Stradbroke,-27.345,153.562,2010-12-16T08:30:00Z,2010,12,16,08:30:00,10786,0,279,4956,205135,8298,0
ROT20101215,Rottnest Island,-32,115.41667,2010-12-15T10:20:00Z,2010,12,15,10:20:00,1998,0,71,1716,368714,51000,0
MAI20101214,Maria Island,-42.59667,148.23333,2010-12-14T11:05:00Z,2010,12,14,11:05:00,5802,0,48,1295,189568,3671,0
PHB20101213,Port Hacking,-34.11923,151.22667,2010-12-14T09:30:00Z,2010,12,14,09:30:00,28463,0,0,11038,316608,510,0
KAI20101213,Kangaroo Island,-35.83217,136.44733,2010-12-14T08:30:00Z,2010,12,14,08:30:00,22746,0,909,1111,245555,2828,0
YON20101208,Yongala,-19.30847,147.61842,2010-12-08T10:45:00Z,2010,12,8,10:45:00,4912,0,0,3504,339308,692,0
ROT20101124,Rottnest Island,-32,115.41667,2010-11-24T11:07:00Z,2010,11,24,11:07:00,63229,0,187,2733,292582,6647,0
KAI20101120,Kangaroo Island,-35.83217,136.44733,2010-11-21T05:00:00Z,2010,11,21,05:00:00,1460,0,0,5110,471516,1695,0
NSI20101115,North Stradbroke,-27.345,153.562,2010-11-16T09:30:00Z,2010,11,16,09:30:00,3690,0,2786,15344,344015,5430,0
PHB20101110,Port Hacking,-34.11923,151.22667,2010-11-11T09:10:00Z,2010,11,11,09:10:00,2650,0,1175,2350,258600,2150,0
NIN20101108,Ningaloo,-21.99,113.779,2010-11-08T15:00:00Z,2010,11,8,15:00:00,541,1207,193,6304,173920,908,0
YON20101101,Yongala,-19.30847,147.61842,2010-11-01T11:45:00Z,2010,11,1,11:45:00,992,0,0,2543,459634,13256,0
MAI20101027,Maria Island,-42.59667,148.23333,2010-10-27T12:50:00Z,2010,10,27,12:50:00,40237,0,554,3445,282324,68277,0
PHB20101019,Port Hacking,-34.11923,151.22667,2010-10-20T10:40:00Z,2010,10,20,10:40:00,9048,24,0,3810,524238,9429,0
NSI20101018,North Stradbroke,-27.345,153.562,2010-10-18T10:00:00Z,2010,10,18,10:00:00,3216,0,0,16583,201056,1609,0
PHB20101013,Port Hacking,-34.11923,151.22667,2010-10-14T10:18:00Z,2010,10,14,10:18:00,129652,0,0,13701,210765,16240,0
ESP20101013,Esperance,-33.93333,121.85,2010-10-13T08:15:00Z,2010,10,13,08:15:00,6061,0,788,13819,515689,3497,0
MAI20101001,Maria Island,-42.59667,148.23333,2010-10-01T12:40:00Z,2010,10,1,12:40:00,19141,0,0,2963,329255,6679,0
ROT20100924,Rottnest Island,-32,115.41667,2010-09-24T12:22:00Z,2010,9,24,12:22:00,3692,0,50,5000,450618,3811,0
NSI20100916,North Stradbroke,-27.345,153.562,2010-09-16T12:45:00Z,2010,9,16,12:45:00,2024,0,2597,5122,274663,2383,0
YON20100909,Yongala,-19.30847,147.61842,2010-09-09T11:00:00Z,2010,9,9,11:00:00,20531,0,0,2284,115364,531,0
PHB20100908,Port Hacking,-34.11923,151.22667,2010-09-09T09:30:00Z,2010,9,9,09:30:00,3000,0,857,9381,186714,5429,0
ROT20100820,Rottnest Island,-32,115.41667,2010-08-20T14:30:00Z,2010,8,20,14:30:00,0,0,0,0,0,0,0
PHB20100817,Port Hacking,-34.11923,151.22667,2010-08-18T09:30:00Z,2010,8,18,09:30:00,1329,39,0,3534,162749,1836,0
NSI20100817,North Stradbroke,-27.345,153.562,2010-08-18T08:25:00Z,2010,8,18,08:25:00,76913,0,0,4086,296348,24606,0
YON20100817,Yongala,-19.30847,147.61842,2010-08-17T10:15:00Z,2010,8,17,10:15:00,9442,0,425,3786,416373,1446,0
YON20100729,Yongala,-19.30847,147.61842,2010-07-29T11:22:00Z,2010,7,29,11:22:00,487,0,0,934,345587,1187,0
ROT20100723,Rottnest Island,-32,115.41667,2010-07-23T12:02:00Z,2010,7,23,12:02:00,57,0,0,31002,348115,959,0
MAI20100722,Maria Island,-42.59667,148.23333,2010-07-22T11:10:00Z,2010,7,22,11:10:00,1270,0,370,3069,66297,1057,0
NSI20100711,North Stradbroke,-27.345,153.562,2010-07-12T08:45:00Z,2010,7,12,08:45:00,3039,0,179,1839,274122,2758,0
PHB20100702,Port Hacking,-34.11923,151.22667,2010-07-02T11:35:00Z,2010,7,2,11:35:00,3425,0,0,6559,211432,963,0
ESP20100629,Esperance,-33.93333,121.85,2010-06-29T10:05:00Z,2010,6,29,10:05:00,5421,0,1863,372,0,14902,0
NSI20100618,North Stradbroke,-27.345,153.562,2010-06-18T12:30:00Z,2010,6,18,12:30:00,1176,0,77,5522,454898,3139,0
ROT20100617,Rottnest Island,-32,115.41667,2010-06-17T10:05:00Z,2010,6,17,10:05:00,14193,0,364,2812,247162,4384,0
MAI20100615,Maria Island,-42.59667,148.23333,2010-06-15T11:10:00Z,2010,6,15,11:10:00,498,0,0,4229,424320,49937,0
MAI20100527,Maria Island,-42.59667,148.23333,2010-05-27T11:30:00Z,2010,5,27,11:30:00,3909,0,24,5310,413017,2239,0
YON20100521,Yongala,-19.30847,147.61842,2010-05-21T12:56:00Z,2010,5,21,12:56:00,220,40,0,9144,297363,736,0
NSI20100520,North Stradbroke,-27.345,153.562,2010-05-21T08:21:00Z,2010,5,21,08:21:00,35704,0,0,5967,270333,13187,0
ROT20100520,Rottnest Island,-32,115.41667,2010-05-20T10:05:00Z,2010,5,20,10:05:00,67540,0,133,1551,378043,25714,0
PHB20100510,Port Hacking,-34.11923,151.22667,2010-05-11T09:13:00Z,2010,5,11,09:13:00,1159,0,22,5636,222817,1002,0
MAI20100505,Maria Island,-42.59667,148.23333,2010-05-05T11:30:00Z,2010,5,5,11:30:00,1454,0,467,6672,297739,2636,0
KAI20100419,Kangaroo Island,-35.83217,136.44733,2010-04-20T07:00:00Z,2010,4,20,07:00:00,7914,19,0,1147,262350,6390,0
ROT20100416,Rottnest Island,-32,115.41667,2010-04-16T08:30:00Z,2010,4,16,08:30:00,10294,0,384,10136,207915,9653,0
YON20100413,Yongala,-19.30847,147.61842,2010-04-13T14:14:00Z,2010,4,13,14:14:00,49322,0,0,8086,611100,28525,0
NSI20100411,North Stradbroke,-27.345,153.562,2010-04-12T08:35:00Z,2010,4,12,08:35:00,2336,0,51,2716,345202,836,0
MAI20100330,Maria Island,-42.59667,148.23333,2010-03-30T11:40:00Z,2010,3,30,11:40:00,4107,0,742,2521,398474,1186,0
NSI20100322,North Stradbroke,-27.345,153.562,2010-03-23T09:15:00Z,2010,3,23,09:15:00,210343,0,493,5664,343235,13793,0
ESP20100322,Esperance,-33.93333,121.85,2010-03-22T09:40:00Z,2010,3,22,09:40:00,384,0,0,3593,6862521,300,0
PHB20100316,Port Hacking,-34.11923,151.22667,2010-03-17T09:05:00Z,2010,3,17,09:05:00,37287,0,1227,15886,382702,9445,0
KAI20100315,Kangaroo Island,-35.83217,136.44733,2010-03-16T06:00:00Z,2010,3,16,06:00:00,75885,0,833,1572,85572,18697,0
ROT20100315,Rottnest Island,-32,115.41667,2010-03-15T10:00:00Z,2010,3,15,10:00:00,10892,1133,34,11548,190343,986,0
YON20100224,Yongala,-19.30847,147.61842,2010-02-24T10:58:00Z,2010,2,24,10:58:00,3245,0,55,2475,486750,1595,0
NSI20100214,North Stradbroke,-27.345,153.562,2010-02-15T09:30:00Z,2010,2,15,09:30:00,31805,0,4473,2440,248549,3257,0
NSI20100121,North Stradbroke,-27.345,153.562,2010-01-22T09:50:00Z,2010,1,22,09:50:00,3262,0,165,6461,185945,1713,0
MAI20100120,Maria Island,-42.59667,148.23333,2010-01-21T10:50:00Z,2010,1,21,10:50:00,3687,0,968,138,0,13188,0
PHB20100119,Port Hacking,-34.11923,151.22667,2010-01-20T09:20:00Z,2010,1,20,09:20:00,5417,0,0,4470,424033,2374,0
YON20100119,Yongala,-19.30847,147.61842,2010-01-19T10:45:00Z,2010,1,19,10:45:00,487,0,77,4314,348242,3830,0
KAI20100112,Kangaroo Island,-35.83217,136.44733,2010-01-13T07:00:00Z,2010,1,13,07:00:00,36860,0,0,1225,305900,4800,0
ROT20091222,Rottnest Island,-32,115.41667,2009-12-22T10:00:00Z,2009,12,22,10:00:00,69818,154,0,11085,384613,22135,0
ESP20091216,Esperance,-33.93333,121.85,2009-12-16T09:45:00Z,2009,12,16,09:45:00,2372,0,0,18446,339539,5819,0
NSI20091215,North Stradbroke,-27.345,153.562,2009-12-16T09:00:00Z,2009,12,16,09:00:00,4179,0,0,1643,252588,4230,0
KAI20091215,Kangaroo Island,-35.83217,136.44733,2009-12-16T07:15:00Z,2009,12,16,07:15:00,20028,0,3103,1448,315568,16914,0
YON20091215,Yongala,-19.30847,147.61842,2009-12-15T11:25:00Z,2009,12,15,11:25:00,31066,0,0,9587,374756,8540,0
MAI20091207,Maria Island,-42.59667,148.23333,2009-12-07T11:10:00Z,2009,12,7,11:10:00,0,0,0,0,0,0,0
PHB20091206,Port Hacking,-34.11923,151.22667,2009-12-07T09:14:00Z,2009,12,7,09:14:00,2211,0,0,4533,92827,649,0
YON20091123,Yongala,-19.30847,147.61842,2009-11-23T11:45:00Z,2009,11,23,11:45:00,54656,0,860,5436,368080,44699,0
KAI20091115,Kangaroo Island,-35.83217,136.44733,2009-11-16T08:30:00Z,2009,11,16,08:30:00,104861,0,0,8860,764854,10610,0
NSI20091115,North Stradbroke,-27.345,153.562,2009-11-16T08:20:00Z,2009,11,16,08:20:00,49982,0,337,2204,70104,6624,0
MAI20091111,Maria Island,-42.59667,148.23333,2009-11-11T11:30:00Z,2009,11,11,11:30:00,3326,0,443,10629,264643,26933,0
PHB20091110,Port Hacking,-34.11923,151.22667,2009-11-11T09:45:00Z,2009,11,11,09:45:00,121038,0,0,6945,453251,71488,0
NSI20091101,North Stradbroke,-27.345,153.562,2009-11-02T09:02:00Z,2009,11,2,09:02:00,7156,0,23,6178,394685,3849,0
ROT20091026,Rottnest Island,-32,115.41667,2009-10-26T09:53:00Z,2009,10,26,09:53:00,10245,0,0,11985,450303,2515,0
NSI20091021,North Stradbroke,-27.345,153.562,2009-10-22T09:20:00Z,2009,10,22,09:20:00,1652,0,0,5296,346650,2192,0
PHB20091018,Port Hacking,-34.11923,151.22667,2009-10-19T09:55:00Z,2009,10,19,09:55:00,2580,0,0,1287,148060,480,0
NSI20091015,North Stradbroke,-27.345,153.562,2009-10-15T10:10:00Z,2009,10,15,10:10:00,2199,0,117,527,29,10175,0
MAI20091013,Maria Island,-42.59667,148.23333,2009-10-13T11:00:00Z,2009,10,13,11:00:00,13919,0,0,5207,531031,13196,0
PHB20091011,Port Hacking,-34.11923,151.22667,2009-10-12T09:28:00Z,2009,10,12,09:28:00,6252,0,0,4426,394160,1174,0
KAI20091007,Kangaroo Island,-35.83217,136.44733,2009-10-08T06:00:00Z,2009,10,8,06:00:00,34893,0,11,2527,469101,33708,0
NSI20091006,North Stradbroke,-27.345,153.562,2009-10-07T09:07:00Z,2009,10,7,09:07:00,1191,0,0,5417,272045,162,0
PHB20090924,Port Hacking,-34.11923,151.22667,2009-09-25T08:45:00Z,2009,9,25,08:45:00,1826,0,43,8086,299153,1392,0
PHB20090920,Port Hacking,-34.11923,151.22667,2009-09-21T09:17:00Z,2009,9,21,09:17:00,3928,0,485,8404,223608,1535,0
ESP20090917,Esperance,-33.93333,121.85,2009-09-17T09:40:00Z,2009,9,17,09:40:00,492,43,0,1425,45657,646,0
NSI20090916,North Stradbroke,-27.345,153.562,2009-09-17T08:30:00Z,2009,9,17,08:30:00,63375,0,937,1990,339571,8584,0
YON20090909,Yongala,-19.30847,147.61842,2009-09-09T10:40:00Z,2009,9,9,10:40:00,2148,0,42,3248,209938,4366,0
MAI20090907,Maria Island,-42.59667,148.23333,2009-09-07T11:25:00Z,2009,9,7,11:25:00,1101,0,0,3839,235759,823,0
MAI20090820,Maria Island,-42.59667,148.23333,2009-08-20T11:30:00Z,2009,8,20,11:30:00,3299,0,0,14145,318531,4153,0
PHB20090819,Port Hacking,-34.11923,151.22667,2009-08-20T09:19:00Z,2009,8,20,09:19:00,20021,0,40,15034,278960,7633,0
MAI20090716,Maria Island,-42.59667,148.23333,2009-07-16T11:36:00Z,2009,7,16,11:36:00,15645,0,0,3710,483105,11025,0
PHB20090714,Port Hacking,-34.11923,151.22667,2009-07-15T09:15:00Z,2009,7,15,09:15:00,0,0,0,0,0,0,0
PHB20090623,Port Hacking,-34.11923,151.22667,2009-06-24T09:10:00Z,2009,6,24,09:10:00,3271,0,457,2401,388618,1029,0
ESP20090623,Esperance,-33.93333,121.85,2009-06-23T09:20:00Z,2009,6,23,09:20:00,8451,0,0,3026,283798,7025,0
KAI20090601,Kangaroo Island,-35.83217,136.44733,2009-06-02T08:00:00Z,2009,6,2,08:00:00,1418,24,95,8390,333610,1370,0
MAI20090601,Maria Island,-42.59667,148.23333,2009-06-01T11:20:00Z,2009,6,1,11:20:00,2100,0,350,13875,231275,2675,0
PHB20090518,Port Hacking,-34.11923,151.22667,2009-05-19T09:25:00Z,2009,5,19,09:25:00,15273,0,1605,20088,583471,11438,0
ESP20090512,Esperance,-33.93333,121.85,2009-05-12T12:10:00Z,2009,5,12,12:10:00,1049,91,0,8108,390794,48305,0
MAI20090506,Maria Island,-42.59667,148.23333,2009-05-06T11:20:00Z,2009,5,6,11:20:00,11790,0,2083,9460,225457,10875,0
PHB20090422,Port Hacking,-34.11923,151.22667,2009-04-23T09:38:00Z,2009,4,23,09:38:00,96,0,0,15037,209096,19570,0
MAI20090421,Maria Island,-42.59667,148.23333,2009-04-21T11:45:00Z,2009,4,21,11:45:00,28245,0,63,2321,234255,23730,0
PHB20090318,Port Hacking,-34.11923,151.22667,2009-03-19T09:39:00Z,2009,3,19,09:39:00,250,0,90,7450,198025,975,0
PHB20090223,Port Hacking,-34.11923,151.22667,2009-02-24T09:27:00Z,2009,2,24,09:27:00,120450,0,0,3567,371261,27190,0
KAI20090205,Kangaroo Island,-35.83217,136.44733,2009-02-05T14:05:00Z,2009,2,5,14:05:00,361,0,0,6237,167421,1753,0
KAI20090114,Kangaroo Island,-35.83217,136.44733,2009-01-15T08:00:00Z,2009,1,15,08:00:00,230,0,0,5592,581437,438,0
