PROJECTNAME,TRIP_CODE,STATION,LONGITUDE,LATITUDE,SAMPLEDATELOCAL,BIOMASS_MGM3,SAMPLETYPE
NRS,YON20100224,Yongala,147.61842,-19.30847,2010-02-24 10:58:00,35.6488,PZ
NRS,YON20100817,Yongala,147.61842,-19.30847,2010-08-17 10:15:00,7.41266,PZ
NRS,YON20110118,Yongala,147.61842,-19.30847,2011-01-18 11:30:00,28.60337,PZ
NRS,YON20160823,Yongala,147.61842,-19.30847,2016-08-23 10:19:00,13.34279,PZ
NRS,YON20171025,Yongala,147.61842,-19.30847,2017-10-26 09:56:00,17.73599,PZ
NRS,YON20160725,Yongala,147.61842,-19.30847,2016-07-25 10:25:00,12.14589,PZ
NRS,YON20201026,Yongala,147.61842,-19.30847,2020-10-26 10:40:00,13.29655,PZ
NRS,YON20160215,Yongala,147.61842,-19.30847,2016-02-15 10:18:00,32.2757,PZ
NRS,YON20181123,Yongala,147.61842,-19.30847,2018-11-23 10:05:00,18.65761,PZ
NRS,YON20181011,Yongala,147.61842,-19.30847,2018-10-11 10:54:00,20.98804,PZ
NRS,YON20180720,Yongala,147.61842,-19.30847,2018-07-20 10:56:00,16.81519,PZ
NWS,NWS_4.1,North West Shelf,120.6191,-18.1717,2015-01-21 00:15:00,,P
NWS,NWS_6.3,North West Shelf,120.6191,-18.1717,2015-01-22 03:31:01,,P
NWS,NWS_9.2,North West Shelf,120.6191,-18.1717,2015-01-22 10:57:01,,P
NWS,NWS_10.1,North West Shelf,120.6191,-18.1717,2015-01-23 00:00:00,,P
IIOE,IIOE20190524,International Indian Ocean Expedition,110,-29,2019-05-24 16:28:00,,PZ
IIOE,IIOE20190525,International Indian Ocean Expedition,110,-27.5,2019-05-25 16:26:00,,PZ
IIOE,IIOE20190521,International Indian Ocean Expedition,110,-33.5,2019-05-21 15:49:00,,PZ
IIOE,IIOE20190526,International Indian Ocean Expedition,110,-26.003,2019-05-26 16:25:00,,PZ
SOTS,SOTS20120718,Southern Ocean Time Series,142.25826,-46.93473,2012-07-18 13:30:00,,Z
SOTS,SOTS20120722,Southern Ocean Time Series,142.25826,-46.93473,2012-07-23 00:30:00,,Z
NRS Ichthyoplankton,NSF20170217,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2017-02-17 10:30:00,,F
NRS Ichthyoplankton,NSF20180817,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2018-08-17 10:20:00,,F
NRS Ichthyoplankton,NSF20190118,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2019-01-18 10:40:00,,F
NRS Ichthyoplankton,NSF20190322,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2019-03-22 10:50:00,,F
NRS Ichthyoplankton,NSF20190527,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2019-05-27 10:15:00,,F
NRS Ichthyoplankton,NSF20190618,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2019-06-18 10:00:00,,F
NRS Ichthyoplankton,NSF20190821,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2019-08-21 10:40:00,,F
NRS Ichthyoplankton,NSF20190916,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2019-09-16 10:20:00,,F
NRS Ichthyoplankton,PHA20160229,Port Hacking A,151.21667,-34.08333,2016-03-01 09:00:00,,F
NRS Ichthyoplankton,PHA20161030,Port Hacking A,151.21667,-34.08333,2016-10-31 09:35:00,,F
NRS Ichthyoplankton,PHA20180221,Port Hacking A,151.21667,-34.08333,2018-02-22 09:18:00,,F
NRS,DAR20140906_0030,Darwin,130.76805,-12.4,2014-09-06 10:00:00,43.22345,Z
NRS,DAR20150203_0330,Darwin,130.76805,-12.4,2015-02-03 13:00:00,26.79564,Z
NRS,DAR20200922_0630,Darwin,130.76805,-12.4,2020-09-22 16:00:00,116.2034,PZ
NRS,DAR20190214_0630,Darwin,130.76805,-12.4,2019-02-14 16:00:00,8.17513,PZ
NRS,DAR20130617_1500,Darwin,130.76805,-12.4,2013-06-18 00:30:00,23.69333,PZ
NRS,DAR20190722_2130,Darwin,130.76805,-12.4,2019-07-23 07:00:00,52.76691,PZ
NRS,DAR20150803_1932,Darwin,130.76805,-12.4,2015-08-04 05:02:00,60.0732,Z
NRS,DAR20120114_2335,Darwin,130.76805,-12.4,2012-01-15 09:05:00,26.32359,PZ
NRS,DAR20170202_2130,Darwin,130.76805,-12.4,2017-02-03 07:00:00,56.44356,PZ
NRS,DAR20140906_0630,Darwin,130.76805,-12.4,2014-09-06 16:00:00,32.76988,Z
NRS,DAR20150804_0430,Darwin,130.76805,-12.4,2015-08-04 14:00:00,20.51064,Z
NRS,ESP20120612,Esperance,121.85,-33.93333,2012-06-12 09:24:00,9.70522,PZ
NRS,ESP20110120,Esperance,121.85,-33.93333,2011-01-20 08:50:00,3.66205,PZ
NRS,ESP20091216,Esperance,121.85,-33.93333,2009-12-16 09:45:00,7.3241,PZ
NRS,KAI20130827,Kangaroo Island,136.44733,-35.83217,2013-08-28 08:55:00,1.71865,PZ
NRS,KAI20161118,Kangaroo Island,136.44733,-35.83217,2016-11-18 12:45:00,11.22427,FPZ
NRS,KAI20191127,Kangaroo Island,136.44733,-35.83217,2019-11-27 14:25:00,9.37477,FPZ
NRS,KAI20111219,Kangaroo Island,136.44733,-35.83217,2011-12-20 09:30:00,0.3996,PZ
NRS,KAI20091215,Kangaroo Island,136.44733,-35.83217,2009-12-16 07:15:00,0.76738,PZ
NRS,KAI20100112,Kangaroo Island,136.44733,-35.83217,2010-01-13 07:00:00,12.34528,PZ
NRS,KAI20150224,Kangaroo Island,136.44733,-35.83217,2015-02-25 08:55:00,9.69304,FPZ
NRS,KAI20091115,Kangaroo Island,136.44733,-35.83217,2009-11-16 08:30:00,3.18268,PZ
NRS,KAI20170908,Kangaroo Island,136.44733,-35.83217,2017-09-08 15:00:00,8.16535,FPZ
NRS,KAI20160223,Kangaroo Island,136.44733,-35.83217,2016-02-24 07:55:00,14.23721,PZ
NRS,KAI20170315,Kangaroo Island,136.44733,-35.83217,2017-03-15 12:27:00,33.89914,FPZ
NRS,KAI20201123,Kangaroo Island,136.44733,-35.83217,2020-11-24 06:55:00,13.57592,PZ
NRS,KAI20200204,Kangaroo Island,136.44733,-35.83217,2020-02-04 14:25:00,12.02701,PZ
NRS,MAI20140122,Maria Island,148.23333,-42.59667,2014-01-23 10:50:00,20.30318,Z
NRS,MAI20140408,Maria Island,148.23333,-42.59667,2014-04-08 11:03:00,4.68447,PZ
NRS,MAI20170323,Maria Island,148.23333,-42.59667,2017-03-24 09:30:00,8.88323,FPZ
NRS,MAI20170412,Maria Island,148.23333,-42.59667,2017-04-12 10:15:00,10.2506,FPZ
NRS,MAI20181018,Maria Island,148.23333,-42.59667,2018-10-19 08:45:00,3.50331,FPZ
NRS,MAI20160831,Maria Island,148.23333,-42.59667,2016-08-31 10:26:00,2.88563,FPZ
NRS,MAI20091111,Maria Island,148.23333,-42.59667,2009-11-11 11:30:00,32.52086,PZ
NRS,MAI20140516,Maria Island,148.23333,-42.59667,2014-05-16 10:20:00,7.83501,PZ
NRS,MAI20140619,Maria Island,148.23333,-42.59667,2014-06-19 11:30:00,1.29193,PZ
NRS,MAI20150312,Maria Island,148.23333,-42.59667,2015-03-13 09:33:00,1.3768,PZ
NRS,MAI20171217,Maria Island,148.23333,-42.59667,2017-12-18 09:40:00,13.98024,FPZ
NRS,MAI20130214,Maria Island,148.23333,-42.59667,2013-02-14 11:00:00,9.89238,PZ
NRS,MAI20150811,Maria Island,148.23333,-42.59667,2015-08-12 09:35:00,1.36737,FPZ
NRS,MAI20130313,Maria Island,148.23333,-42.59667,2013-03-14 10:00:00,4.51764,PZ
NRS,MAI20180301,Maria Island,148.23333,-42.59667,2018-03-02 09:30:00,28.73376,FPZ
NRS,NSI20091006,North Stradbroke,153.562,-27.345,2009-10-07 09:07:00,38.4237,PZ
NRS,NSI20091021,North Stradbroke,153.562,-27.345,2009-10-22 09:20:00,19.10254,PZ
NRS,NSI20110323,North Stradbroke,153.562,-27.345,2011-03-23 10:20:00,6.17891,PZ
NRS,NSI20110915,North Stradbroke,153.562,-27.345,2011-09-15 11:10:00,9.29087,PZ
NRS,NSI20150907,North Stradbroke,153.562,-27.345,2015-09-07 10:40:00,13.75306,FPZ
NRS,NSI20160920,North Stradbroke,153.562,-27.345,2016-09-20 10:15:00,10.52536,FPZ
NRS,NSI20200228,North Stradbroke,153.562,-27.345,2020-02-28 10:30:00,10.6861,FPZ
NRS,NSI20201116,North Stradbroke,153.562,-27.345,2020-11-16 10:10:00,25.98229,PZ
NRS,NSI20100817,North Stradbroke,153.562,-27.345,2010-08-18 08:25:00,17.76517,PZ
NRS,NSI20101018,North Stradbroke,153.562,-27.345,2010-10-18 10:00:00,25.14643,PZ
NRS,NSI20080929,North Stradbroke,153.562,-27.345,2008-09-29 10:30:00,13.02007,Z
NRS,NSI20150119,North Stradbroke,153.562,-27.345,2015-01-19 10:35:00,12.58286,FPZ
NRS,NSI20160318,North Stradbroke,153.562,-27.345,2016-03-18 10:30:00,14.54391,FPZ
NRS,NSI20111220,North Stradbroke,153.562,-27.345,2011-12-21 09:15:00,6.10818,PZ
NRS,NSI20130520,North Stradbroke,153.562,-27.345,2013-05-20 10:05:00,11.20691,PZ
NRS,NSI20131121,North Stradbroke,153.562,-27.345,2013-11-22 09:55:00,14.64035,PZ
NRS,NSI20140917,North Stradbroke,153.562,-27.345,2014-09-17 10:30:00,20.42062,FPZ
NRS,NSI20120229,North Stradbroke,153.562,-27.345,2012-03-01 09:45:00,9.09155,PZ
NRS,NSI20120821,North Stradbroke,153.562,-27.345,2012-08-21 10:15:00,14.00381,PZ
NRS,PH420030721,Port Hacking 4,151.21815,-34.11758,2003-07-21 00:00:00,,Z
NRS,PH420040625,Port Hacking 4,151.21815,-34.11758,2004-06-25 00:00:00,,Z
NRS,PH420050131,Port Hacking 4,151.21815,-34.11758,2005-01-31 00:00:00,,Z
NRS,PH420050414,Port Hacking 4,151.21815,-34.11758,2005-04-14 00:00:00,,Z
NRS,PH420050706,Port Hacking 4,151.21815,-34.11758,2005-07-06 00:00:00,,Z
NRS,PH420070703,Port Hacking 4,151.21815,-34.11758,2007-07-03 00:00:00,,Z
NRS,PH420071128,Port Hacking 4,151.21815,-34.11758,2007-11-28 00:00:00,,Z
NRS,PH420080130,Port Hacking 4,151.21815,-34.11758,2008-01-30 00:00:00,,Z
NRS,PH420080219,Port Hacking 4,151.21815,-34.11758,2008-02-19 00:00:00,,Z
NRS,PH420080318,Port Hacking 4,151.21815,-34.11758,2008-03-18 00:00:00,,Z
NRS,PHB20090422,Port Hacking,151.22667,-34.11923,2009-04-23 09:38:00,39.05509,PZ
NRS,PHB20090623,Port Hacking,151.22667,-34.11923,2009-06-24 09:10:00,3.38425,PZ
NRS,PHB20090714,Port Hacking,151.22667,-34.11923,2009-07-15 09:15:00,2.75832,PZ
NRS,PHB20100609,Port Hacking,151.22667,-34.11923,2010-06-09 10:53:00,9.82035,Z
NRS,PHB20101110,Port Hacking,151.22667,-34.11923,2010-11-11 09:10:00,10.41799,PZ
NRS,PHB20160201,Port Hacking,151.22667,-34.11923,2016-02-02 10:52:00,7.62076,FPZ
NRS,PHB20170821,Port Hacking,151.22667,-34.11923,2017-08-22 09:50:00,13.63604,FPZ
NRS,PHB20180724,Port Hacking,151.22667,-34.11923,2018-07-25 09:33:00,6.05417,FPZ
NRS,PHB20190522,Port Hacking,151.22667,-34.11923,2019-05-23 08:50:00,8.25498,FPZ
NRS,PHB20190923,Port Hacking,151.22667,-34.11923,2019-09-24 09:36:00,15.64467,FPZ
NRS,PHB20131202,Port Hacking,151.22667,-34.11923,2013-12-03 09:30:00,3.12964,PZ
NRS,PHB20130611,Port Hacking,151.22667,-34.11923,2013-06-12 09:55:00,,PZ
NRS,PHB20140317,Port Hacking,151.22667,-34.11923,2014-03-18 09:48:00,4.66508,PZ
NRS,PHB20110203,Port Hacking,151.22667,-34.11923,2011-02-04 09:58:00,10.64431,PZ
NRS,PHB20190626,Port Hacking,151.22667,-34.11923,2019-06-27 09:38:00,1.57366,FPZ
NRS,ROT20100723,Rottnest Island,115.41667,-32,2010-07-23 12:02:00,4.55792,PZ
NRS,ROT20110923,Rottnest Island,115.41667,-32,2011-09-23 09:40:00,7.52056,PZ
NRS,ROT20171214,Rottnest Island,115.41667,-32,2017-12-14 09:37:00,20.10986,FPZ
NRS,ROT20180921,Rottnest Island,115.41667,-32,2018-09-21 09:27:00,4.99799,FPZ
NRS,ROT20160223,Rottnest Island,115.41667,-32,2016-02-23 08:57:00,8.02351,FPZ
NRS,ROT20110826,Rottnest Island,115.41667,-32,2011-08-26 09:43:00,8.27498,PZ
NRS,ROT20120523,Rottnest Island,115.41667,-32,2012-05-23 12:22:00,15.18259,PZ
NRS,ROT20130221,Rottnest Island,115.41667,-32,2013-02-21 12:55:00,16.02344,PZ
NRS,ROT20121019,Rottnest Island,115.41667,-32,2012-10-19 09:54:00,13.86236,PZ
NRS,ROT20171103,Rottnest Island,115.41667,-32,2017-11-03 09:25:00,14.20813,FPZ
NRS,ROT20190527,Rottnest Island,115.41667,-32,2019-05-27 09:28:00,11.15118,FPZ
NRS,YON20120112,Yongala,147.61842,-19.30847,2012-01-12 11:30:00,17.31435,PZ
NRS,YON20130416,Yongala,147.61842,-19.30847,2013-04-16 11:35:00,32.22129,PZ
NRS,YON20130515,Yongala,147.61842,-19.30847,2013-05-15 10:30:00,26.54958,PZ
NRS,YON20130808,Yongala,147.61842,-19.30847,2013-08-08 10:58:00,9.79288,PZ
NRS,YON20140122,Yongala,147.61842,-19.30847,2014-01-22 10:00:00,9.35764,PZ
NRS,YON20190213,Yongala,147.61842,-19.30847,2019-02-13 10:26:00,15.33347,PZ
NRS,YON20191107,Yongala,147.61842,-19.30847,2019-11-07 10:10:00,31.19032,PZ
NRS,YON20160601,Yongala,147.61842,-19.30847,2016-06-01 10:46:00,26.38637,PZ
NRS,YON20160122,Yongala,147.61842,-19.30847,2016-01-22 10:39:00,25.36628,PZ
NRS,YON20110323,Yongala,147.61842,-19.30847,2011-03-23 10:49:00,19.34093,PZ
NRS,YON20110616,Yongala,147.61842,-19.30847,2011-06-16 11:25:00,16.96072,PZ
NRS,YON20180329,Yongala,147.61842,-19.30847,2018-03-29 10:27:00,24.19657,PZ
NRS,YON20150618,Yongala,147.61842,-19.30847,2015-06-18 10:55:00,17.24635,PZ
NRS,YON20150804,Yongala,147.61842,-19.30847,2015-08-04 11:45:00,3.85851,PZ
NRS,YON20131015,Yongala,147.61842,-19.30847,2013-10-15 11:40:00,50.56934,PZ
NRS,YON20200802,Yongala,147.61842,-19.30847,2020-08-03 09:15:00,2.99226,PZ
NRS,YON20180817,Yongala,147.61842,-19.30847,2018-08-17 10:23:00,21.81908,PZ
NRS,YON20150601,Yongala,147.61842,-19.30847,2015-06-01 12:55:00,10.48654,PZ
NRS,YON20140717,Yongala,147.61842,-19.30847,2014-07-17 10:28:00,2.40061,PZ
NWS,NWS_1.1,North West Shelf,120.6191,-18.1717,2015-01-18 00:11:00,,P
NWS,NWS_3.3,North West Shelf,120.6191,-18.1717,2015-01-20 00:10:02,,P
NWS,NWS_6.1,North West Shelf,120.6191,-18.1717,2015-01-22 01:16:02,,P
NWS,NWS_8.2,North West Shelf,120.6191,-18.1717,2015-01-22 10:04:01,,P
NWS,NWS_11.1,North West Shelf,120.6191,-18.1717,2015-01-23 00:00:02,,P
NWS,NWS_15.2,North West Shelf,120.6191,-18.1717,2015-01-24 01:34:01,,P
NWS,NWS_16.2,North West Shelf,120.6191,-18.1717,2015-01-24 04:04:01,,P
NWS,NWS_18.1,North West Shelf,120.6191,-18.1717,2015-01-24 10:02:01,,P
NWS,NWS_18.2,North West Shelf,120.6191,-18.1717,2015-01-24 22:04:00,,P
NWS,NWS_19.1,North West Shelf,120.6191,-18.1717,2015-01-24 22:04:01,,P
NWS,NWS_19.2,North West Shelf,120.6191,-18.1717,2015-01-24 22:04:02,,P
IIOE,IIOE20190605,International Indian Ocean Expedition,110,-11.499,2019-06-05 16:26:00,,PZ
NRS Ichthyoplankton,NSF20160623,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2016-06-23 10:30:00,,F
NRS Ichthyoplankton,NSF20161019,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2016-10-20 09:40:00,,F
NRS Ichthyoplankton,NSF20171116,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2017-11-16 10:30:00,,F
NRS Ichthyoplankton,NSF20191024,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2019-10-24 10:20:00,,F
NRS Ichthyoplankton,NSF20200528,North Stradbroke Ichthyo 30m,153.5802,-27.3889,2020-05-28 11:00:00,,F
NRS Ichthyoplankton,PHA20141021,Port Hacking A,151.21667,-34.08333,2014-10-22 09:30:00,,F
NRS Ichthyoplankton,PHA20150630,Port Hacking A,151.21667,-34.08333,2015-06-30 11:11:00,,F
NRS Ichthyoplankton,PHA20151013,Port Hacking A,151.21667,-34.08333,2015-10-14 09:42:00,,F
NRS Ichthyoplankton,PHA20160615,Port Hacking A,151.21667,-34.08333,2016-06-15 11:06:00,,F
NRS Ichthyoplankton,PHA20190626,Port Hacking A,151.21667,-34.08333,2019-06-27 09:38:00,,F
NRS,DAR20190529,Darwin,130.76805,-12.4,2019-05-30 08:39:00,93.93976,PZ
NRS,DAR20190214_0030,Darwin,130.76805,-12.4,2019-02-14 10:00:00,10.15131,PZ
NRS,DAR20200204_0630,Darwin,130.76805,-12.4,2020-02-04 16:01:00,77.48696,PZ
NRS,DAR20200203_2130,Darwin,130.76805,-12.4,2020-02-04 07:00:00,60.1174,PZ
NRS,DAR20181030,Darwin,130.76805,-12.4,2018-10-31 08:26:00,,P
NRS,DAR20121208_1630,Darwin,130.76805,-12.4,2012-12-09 02:00:00,60.47103,PZ
NRS,DAR20150316,Darwin,130.76805,-12.4,2015-03-17 08:35:00,36.84401,PZ
NRS,DAR20160724_0430,Darwin,130.76805,-12.4,2016-07-24 14:00:00,27.8485,PZ
NRS,DAR20190723_0030,Darwin,130.76805,-12.4,2019-07-23 10:00:00,74.98762,PZ
NRS,DAR20190723_0330,Darwin,130.76805,-12.4,2019-07-23 13:00:00,44.43279,PZ
NRS,DAR20140906_0330,Darwin,130.76805,-12.4,2014-09-06 13:00:00,30.50458,Z
NRS,DAR20130617_0800,Darwin,130.76805,-12.4,2013-06-17 17:30:00,11.8236,PZ
NRS,DAR20141130,Darwin,130.76805,-12.4,2014-12-01 07:18:00,28.52629,Z
NRS,DAR20160724_0130,Darwin,130.76805,-12.4,2016-07-24 11:01:00,22.83716,PZ
NRS,DAR20120730_0130,Darwin,130.76805,-12.4,2012-07-30 11:00:00,30.95885,Z
NRS,DAR20150203_0630,Darwin,130.76805,-12.4,2015-02-03 16:00:00,32.54827,Z
NRS,DAR20140702,Darwin,130.76805,-12.4,2014-07-03 09:08:00,31.04592,Z
NRS,ESP20110818,Esperance,121.85,-33.93333,2011-08-18 10:20:00,6.29464,PZ
NRS,ESP20130314,Esperance,121.85,-33.93333,2013-03-14 09:24:00,14.29458,PZ
NRS,KAI20141201,Kangaroo Island,136.44733,-35.83217,2014-12-02 06:05:00,45.93323,FPZ
NRS,KAI20171129,Kangaroo Island,136.44733,-35.83217,2017-11-29 14:50:00,7.44041,FPZ
NRS,KAI20210202,Kangaroo Island,136.44733,-35.83217,2021-02-03 06:55:00,,PZ
NRS,MAI20120621,Maria Island,148.23333,-42.59667,2012-06-21 11:00:00,1.32611,Z
NRS,MAI20120724,Maria Island,148.23333,-42.59667,2012-07-24 10:50:00,1.76815,PZ
NRS,MAI20130611,Maria Island,148.23333,-42.59667,2013-06-11 11:55:00,2.9926,PZ
NRS,MAI20181204,Maria Island,148.23333,-42.59667,2018-12-05 09:10:00,18.11426,FPZ
NRS,MAI20190106,Maria Island,148.23333,-42.59667,2019-01-07 08:50:00,18.43747,FPZ
NRS,MAI20201118,Maria Island,148.23333,-42.59667,2020-11-19 09:45:00,35.151,PZ
NRS,MAI20140318,Maria Island,148.23333,-42.59667,2014-03-19 10:55:00,41.08258,PZ
NRS,MAI20140821,Maria Island,148.23333,-42.59667,2014-08-21 11:50:00,1.15048,PZ
NRS,MAI20161117,Maria Island,148.23333,-42.59667,2016-11-18 09:10:00,5.67696,FPZ
NRS,MAI20160321,Maria Island,148.23333,-42.59667,2016-03-22 10:11:00,6.08246,FPZ
NRS,MAI20120524,Maria Island,148.23333,-42.59667,2012-05-24 11:30:00,31.38482,Z
NRS,MAI20190828,Maria Island,148.23333,-42.59667,2019-08-29 09:20:00,4.80939,FPZ
NRS,MAI20140205,Maria Island,148.23333,-42.59667,2014-02-05 11:05:00,21.86546,PZ
NRS,MAI20090907,Maria Island,148.23333,-42.59667,2009-09-07 11:25:00,0.50834,PZ
NRS,MAI20150421,Maria Island,148.23333,-42.59667,2015-04-21 10:50:00,11.95275,FPZ
NRS,MAI20090421,Maria Island,148.23333,-42.59667,2009-04-21 11:45:00,3.13848,PZ
NRS,NIN20111107,Ningaloo,113.779,-21.99,2011-11-07 10:00:00,18.36056,PZ
NRS,NIN20130209,Ningaloo,113.779,-21.99,2013-02-09 09:22:00,49.52259,PZ
NRS,NSI20091015,North Stradbroke,153.562,-27.345,2009-10-15 10:10:00,29.14568,PZ
NRS,NSI20160412,North Stradbroke,153.562,-27.345,2016-04-12 10:45:00,7.38126,FPZ
NRS,NSI20160517,North Stradbroke,153.562,-27.345,2016-05-17 10:30:00,9.90169,FPZ
NRS,NSI20160623,North Stradbroke,153.562,-27.345,2016-06-23 10:30:00,13.65661,FPZ
NRS,NSI20160720,North Stradbroke,153.562,-27.345,2016-07-20 10:30:00,9.09155,FZ
